College,Source,Quick description,Link to object ,Date (source),Date (event),Number of students (if available),"Size/Scope: small, medium, large, entire student body",Reason,Cause (if known/if any),General umbrella tags,"Against who? (speaker, admin, profs, newspaper?)",Group involvement,Name of group involvement (if any),Effect (if known),How/Method,Location,Is this object linked to other objects?,Name under all objects are linked ,Text OCR
Vassar,The Miscellany News,Communication Workers of America (CWA) demanding a fair contract on behalf of half of Vassar's unionized workers (mainly communications workers),https://newspaperarchives.vassar.edu/?a=d&d=miscellany20121101-01.2.5&srpos=26&e=------201-en-20--21--txt-txIN-protest----2012---,2012-11-01,,,medium,,,"unions, workers' rights, fair wages",,,,,,,,,
Vassar,The Miscellany News,demanding college completely and publicly divest from fossil fuels,https://newspaperarchives.vassar.edu/?a=d&d=miscellany20121206-01.2.2&srpos=30&e=------201-en-20--21--txt-txIN-protest----2012---,2012-12-06,,,medium,Some of Vassar's endowment is invested in fossil fuels,hundreds of other schools have made similar demands of their administrations,"Climate Change, Divestment, Sustainability",Fossil fuel industry,students,"The Vassar Greens, Feminist Alliance, Vassar Animal Rights Collation,  Grassroots Alliance for Alternative Politics, Vassar Student Association (VSA)",,"Campaign, proposal",Vassar College,,,"Greens push for VC to divest from fossil fuels

Jessica Tarantine Features Editor

The Vassar Greens are currently mounting a campaign for the College to divest fully from fossil fuels. While originally a grassroots movement from the Greens, the campaign has gained support from other organizations, such as the Feminist Alliance, Vassar Animal Rights Collation, and the Grassroots Alliance for Alternative Politics. The Vassar Student Association (VSA) is currently considering a resolution to support the Greens’ campaign. With this campaign, Vassar joins one hundred other schools which have made similar demands of their administrations. The divestment movement has been gaining momentum but has yet to see wide-scale action; While many schools are adopt-

ing more sustainable practice both physically and fiscally, only Unity College in Maine, a school with a mission involving environmental sustainability has announced its intent to divest in fossil fuels. Indeed, despite a student referendum with 72 percent of students supporting divestment, Harvard University decided not to divest, ignoring student concerns. The Greens’ proposal, which is available for public viewing on the group’s Facebook page, reads: “We believe that Vassar has tremendous potential to lead our peer colleges and universities in this historic transition to a thriving, just, sustainable future.” The document, which calls for complete and public divestment from fossil fuels, was written after the organization received word that the College holds investments in the fossil

fuel industry. While the proposal lists holdings in companies such as Exxon, BP and Shell, the Greens explained that they were more interested in divestment from the industry as a whole rather than divestment from specific companies. “Our ultimate goal is complete and public divestment from the industry itself,” said Divestment Campaign Co-coordinator Noah Bogdonoff ’14. To put their plans into action, Greens’ representatives have met with Director of Investments/Associate Vice President for Finance and Administration Stephen Dahnert, Dean of Strategic Planning Marianne Begemann and the Campus Investor Responsibility Committee (CIRC), a joint committee comprised of students, alumnae/i, faculty and administrators. Chaired by Begemann, it reports its recommendations to the Board of Trustee’s subcommittee on investor responsibility. Administrators fear that co-mingled funds complicate divestment possibilities The exact amount of Vassar’s endowment invested in fossil fuels is hard to determine. While the College can tell that 8-9% of its endowment is invested in fossil fuels through co-mingled funds—which are similar to mutual funds and publish their holdings—and direct ownership of stocks, it is unable to determine the amount invested in hedge funds, which do not publish the companies they invest in as the information is considered proprietary. Investments in hedge funds account for roughly 30% of the College’s endowment. But Vice President for Finance and Administration Betsy Eismeier did give a figure for the amount the College holds direct investments and in portfolios which we know contain fossil fuel companies. “My understanding is that we know of about $73 million in the portfolio spread across a wide number of underlying fund managers that is invested in companies producing fossil fuel,” she wrote in an emailed statement. Dahnert noted that while it is impossible to know whether hedge funds contain companies that produce fossil fuels, it is possible to get a general idea of how hedge funds are investing, citing The Russell 3000 stock index, which shows that 10% of the current investment market is in energy. During the CIRC meeting held last Wednesday, the Committee considered the Greens’ proposal to determine if it should recommend divestment. “The meeting confirmed what I thought: it’s a great proposal and the people involved are really passionate but its not something that is sustainable right now. A lot of money is in these companies,” said VSA VP for Finance and CIRC member Alex Koren ’13. “More complicated is that a lot of these investments are in funds which are hard to pull out and impossible to pull out without pulling other investments,” continued Koren, who said divestment would be difficult without harming returns on the endowment. Danhert shared Koren’s concerns and further explained that most of Vassar’s investments are co-mingled funds, not direct investment. “Divestment would be highly disruptive as a practical matter given Vassar’s heavy use of co-mingled investment funds, many of which have some energy exposure,” he wrote. “We cannot direct specific investments made by these fund managers and so would have to exit perhaps half of our current managers if we were to truly divest energy holdings. This would be extremely impractical from a management standpoint, and also costly.” Possibilities for re-investment Despite logistical challenges, Campaign Co-Coordinator Gabe Dunsmith ’15 is optimistic that the College could successfully divest. “The research we’ve done indicates that there are several ways that the College could withdraw fossil fuel companies from its endowment: 1) Using a different investments agency, 2) directing its agency to divest from fossil fuel, or 3) creating a new green mutual fund that would not include any fossil fuel companies. Specifically their proposal suggests the MSCI KLD 400, a socially responsible fund.” The Greens explained that while the fund did have some holdings in fossil fuels, it was more

attractive than Vassar’s current holdings as it had less exposure to the companies in question. The Greens’ proposal reads: “Utilities and energy comprise only ~7.5% of the index’s market weight, and some of these companies are undoubtedly producing renewables. As it stands, the minimal participation of coal, natural gas and oil companies in this index make it an attractive option for reinvestment.” It further states, “Should Vassar’s current brokers feel unable or unwilling to investigate this option, a number of socially-responsible investment firms have expressed interest in helping Vassar make the transition.” Specifically, the proposal points to a firm called MSCI, which offers an environmentally responsible fund with lucrative returns. It reads “[MSCI] provides many comprehensive indices that point to safe and/or lucrative investments in the fields of pollution prevention, green building, sustainable water, and green technology. In addition, certain renewable energies (in particular, wind) are seeing rapid growth year-over-year, and with the re-election of President Obama will likely continue to grow.” The proposal also suggested that it would be feasible to spread the College’s current investments in fossil fuels across other current investments. It states, “The success of Vassar’s endowment in the past year (especially in comparison with other elite colleges) indicates that spreading the divested funds across the rest of our remaining portfolio would stabilize the endowment while more lucrative alternatives are being sought out.” College cites financial effects on endowment Economically, the Greens explained that minimizing fossil fuel holdings would stabilize returns on the endowment. “Fossil fuel investments are inherently risky in the long-term...it is likely that national or international regulatory measures will cripple this industry in the coming years,” reads the proposal. Associate Professor of Economics Ben Ho disagreed with this analysis. “Economics says that all investments are inherently risky. And there is no reason at all to avoid riskier investments since riskier investments provide higher returns,” he said. “Energy is a lot less risky than, say, tech investments like Apple.” But both Eismeier and Dahnert share concerns that divestment from fossil fuels could hinder endowment performance. “Historically, fossil fuel investments have been an important component of investment return, so divestment could hinder our ability to generate required returns going forward, perhaps significantly,” wrote Dahnert. Eismeier agreed, writing, “Divesting from energy investments would not be prudent, in my opinion, given Vassar’s dependence on returns produced by the endowment to fulfill the College’s core mission.” One third of Vassar’s operating budget comes from the endowment annually.

Koren explained his concerns as a VSA Executive Board member, “My understanding is that if we divested completely, we would take a hit. Things central to our mission statement like student to teacher ratio and need blind financial aid could be affected.” But during the Student Life Committee meeting last Monday, campaign representatives explained that it would be unlikely the endowment would see a reduction in value. Bogdonoff elaborated in an emailed statement, “It is important to understand that even in a worst-case scenario, the endowment won’t shrink. While uninvested funds don’t grow, they also can’t be lost.” Bogdonoff continued, emphasizing the campaign’s efforts on collaborating with the College. “We are working hard to recruit the administration, CIRC and the Board of Trustees to help us create a divestment plan that keeps Vassar’s endowment growth on track.” Considering divestment as a moral issue The Greens’ proposal identified divestment as a prominently moral issue. “The act of divestiture is, at its heart, a moral stand. The corporations listed below have committed atrocities against the citizens that they purport to serve. These corporations regularly and deliberately abuse public health, the global environment, and human rights.” Others agreed the decision to divest had to be made on moral terms. “Whether you divest or not is an ethical question that economics cannot answer,” said Ho. The Greens’ explained that coal burning is linked to 21,000 American deaths and 300,000 cases of acute cardiac and respiratory illnesses every year. While community members might be tempted to view the decision to divest in only economic terms, Bogdonoff explained that economic issues were impossible to divorce from moral issues. “While there are many moral reasons to divest—public health, worker safety, global warming, mass pollution, etc.—and many economic reasons to divest—long-term instability of the fossil fuel industries, changing political climates, etc.)—it’s best to understand that economic decisions are moral decisions.” The Greens also explained the pure environmental costs. “Coal extraction is made possible through clear-cutting and mountaintop removal across Southern Appalachia. These acts fragment ecosystems and destroy habitats for species of microorganisms, plants, and mammals that make human life feasible.” While Ho thought divestment was an ethical issue, he questioned the environmental impact of divestment on a national level. “Reduced investment in natural gas will likely lead to greater reliance on coal which is twice as emitting or nuclear since most renewables are too expensive and lack sufficient capacity,” said Ho, explaining the effects of divesting in one of the main types of fossil fuels . “Natural gas has been a key reason

why the US emissions have been declining steadily in recent years. Shifting away from coal is more justifiable, but that is already happening anyway because of recent regulations and the low natural gas prices.” “Economics suggests that the choice of energy should be decided based on cost-benefit analysis and efficient carbon prices rather than categorical exclusions of certain energy types,” he concluded. Eismeier pointed out the College burns fossil fuels for heat on campus. “It seems inconsistent at best to use fossil fuels but not invest in the producing companies,” wrote Eismeier. “We would pay the high price for the fuel but not receive the benefit of investment return, generated partly by our own usage.” Dahnert was also skeptical that divestment would achieve meaningful changes in the companies’ management. “I believe that divestment is also a questionable protest strategy because it would have essentially no impact on the companies involved, given both our very small ownership stake and the fact that our shares would be picked up by other investors, not sold back to these companies,” explained Dahnert. “For example, our known equity position in Chevron (one of the names on the list developed by the Vassar students) equals just 0.0002% of the company’s shares. Were we to sell all of our shares, the trade would be just 0.6% of the average daily trading volume for the stock. Such a sale would not move the price of the stock or impact the company in any way,” he finished. Bogdonoff explained that the divestment campaign was not only about the practical but also about the message sent by investing in these companies. “When we spend money—especially when we invest—we are making monetized decisions about what we value,” he said. “I do feel safe in saying that it is the Campaign’s deep hope that the College will no longer choose to ignore the moral and ethical decisions it’s making by staying invested in fossil fuels,” he finished. In contrast to divestment, Dahnert instead suggested continuing to have ownership in the companies and using that part ownership to petition the management and make positive changes in the company. “Vassar has used these positive engagement strategies for years through the Trustees Investor Responsibility Committee and CIRC and while the impact may be gradual, we believe it can influence corporate behavior over time, particularly if other investors use the same approach,” he wrote. Despite the challenges going forward, Greens’ members were optimistic. “It is our great hope that the College would ultimately save money by not being tied up with risky investments like coal, oil, and natural gas,” said Dunsmith. “We’d like to see Vassar invest in a future of green energy instead of a future of climate destruction. It’s our hope that we can work with the Administration to build a more robust, healthy, and socially-con-scious investment portfolio.”

Katie de Heras/The Miscellany News

Greens co-president Jillian Guenther ’13 addresses a crowd at Tuesday’s rally to prostest the inclusion of fossil fuels in Vassar’s investment portfolio.

David Rosenkranz/The Miscellany News

The AMEX Oil Index (above) is a price-weighted stock index of the leading companies involved in the production and development of petroleum. Below it, the MSCIKLD 400, recommended by the coalition, does the same for companies with high Environmental, Social and Governance (ESG) ratings."
Vassar,The Miscellany News,Vassar supports West Point as both are targets of Westboro Baptist Church's protests,https://newspaperarchives.vassar.edu/?a=d&d=miscellany20130228-01.2.26&srpos=14&e=------201-en-20--1--txt-txIN-protest----2013---,2013-02-28,,,,To respond to and condemn the hate messages of the WBC as well as support the cadets’ in their struggle of being inable to engage with the group due to military rules,Westboro Baptist Church Protest,"LGBTQ+, diversity, inclusivity, Gay Rights",Westboro Baptist Church,students,West Point Solidarity Committee,,"created banners of support for the cadets, letter of support drafted by committee to be read to the cadets, letter being signed by students in solidarity",Vassar College,,,"Vassar, West Point share common adversary in WBC

Bethan Johnson News Editor

While February 28 will stand as a significant day in the lives of many Vassar students because of the Westboro Baptist Church (WBC) protest and Vassar’s responsive programming, the same date will also prove to be a significant but more somber one for the neighboring West Point Military Academy. Hours before the WBC’s promised picket outside our gates, members of the church will gather at West Point to protest the funeral of General Norman Schwarzkopf, an alumnus who died at the age of 78. Just as these last few weeks have prompted students to reflect on the significance of tolerance and activism in the face of hate, I think we should also use our shared status as targets to consider our connections with West Point and all servicemen and servicewomen. Picketing funerals, especially military ones, is one of the most notorious tactics the WBC uses to spread its message. Much like its reason for protesting against Vassar, the group’s website cites the military’s tolerance for homosexuality as its reason for picketing Gen. Schwarzkopf’s funeral. According to its website, “The truth is that all these soldiers are fighting for the right of fags to marry—the same sin for which the Lord destroyed the world with a great flood…Military funerals have become pagan orgies of idolatrous blasphemy…” Although criticisms of our two institutions have similar sources, the words and aims differ in some significant ways. Based on previous events, the church will look to disrupt Vassar’s daily activities and attack our communities’ values. However, at funeral protests the church specifically rejoices in death and advocates for more bloodshed. The WBC’s anti-military protests include holding up signs that say ‘Thank

God for Dead Soldiers’ and ‘Thank God for IEDs’; protestors have also sung and yelled in the past in order to disrupt services or to be heard by mourners as they enter or leave. The WBC seeks to shame those attending the funeral and dishonor the dead. I know that not everyone at Vassar supports what the military and institutions like West Point stand for. There are probably many at West Point who do not share all of our convictions. However, I still believe that the hateful rhetoric of the WBC highlights our common goals. While Vassar students may disagree with the military as an institution or its policies on sexual identity and women’s issues, we should support the West Point community and those individuals who are also suffering at the hands of the WBC’s hatred. WBC’s message of hate and intolerance is universally unacceptable. This support becomes even more critical because West Point cadets are banned from responding to the protest. The Academy’s regulations prohibit cadets from counter-pro-testing the funeral picket in any way, and this leaves the community without the feelings of institutional and campus-wide support that Do Something VC and other groups seek to provide our campus. There is a tragic irony in this scenario because these cadets, now unable to protests this hate speech, may be called to fight to defend the right to free speech that allows the WBC to vocalize their hateful message. In response to the unacceptable messages of the WBC and the cadets’ inability to engage with the group, Vassar students have created the West Point Solidarity Committee. In order to show Vassar’s commitment to supporting the grieving family and the cadets, the committee has created banners to be displayed on both

campuses that read ‘United We Stand Against Hatred.’ Moreover, the committee has drafted a letter to cadets stating, despite differing opinions on other issues, their support of the West Point community in the face of such hate, and their hopes for more work towards common goals. This letter will be read to the cadets as they all gather in the dining hall on Thursday, as well as to West Point’s commandants. Copies of this letter can be found and signed on Do Something VC’s website, the group’s Facebook page, or the online edition of this article. I implore students who detest the messages of the WBC to read and sign the letter of solidarity. These letters will also show our support of all those cadets who are personally harmed by the WBC’s message. While these signatures mark a valuable and tangible way of recognizing our connections with West Point, Vassar students should remember that our ties to West Point and the American military run deep and will continue to grow in the coming months. These relationships should not be ignored, but rather embraced for their potential to inspire growth and understanding from individuals at both institutions. Throughout its history, hundreds of Vassar students have family members who have served, or are currently serving, in the military; this semester Vassar also welcomed its first active combat veteran to campus. This number will grow next semester when Vassar enrolls 11 Iraq and Afghanistan veterans through the Veterans’ Posse Program that President Hill created. Vassar also has been building an academic and educational exchange with West Point through the Vassar-West Point Initiative. Arguably Vassar’s most visible connection with West Point, the initiative brings cadets to our campus, and then allows Vassar students access to their daily life as well. The program

brings students and cadets together in order to bridge the divide between the military and civilian communities; both military and civilian educators believe that bridging this divide is critical to ensuring a thriving democracy. Vassar’s mission statement encourages us to embrace diversity of perspective and experience; although we may never agree on some issues, developing our bond with West Point represents one form of achieving this aim. Moreover, the Academy’s connection with Vassar will help them as they look to develop their institution’s acceptance of LGBTQ cadets. In the aftermath of the repeal of ‘Don’t Ask, Don’t Tell,’ West Point is continuing to expand its LGBTQ support system. Knights Out, a group of West Point alumni and faculty that work to support LGBT-identified soldiers, and other groups are growing their presence on the campus. Collaboration between Vassar students and West Point cadets on issues of gender, sexuality, and race would strengthen both parties. While it may seem easy to identify the differences in our campuses, these links and the WBC’s attacks remind me just how much our institutions have in common. A common phrase in our discussions about our responses to WBC is ‘it should be about us, not them.’ I support this statement and challenge students to consider the cadets, and General Schwarzkopf’s grieving family members, as part of this ‘us.’ We share a community and aspirations of a better world with these cadets, even though we might not always share the means of achieving these goals. As we face the attacks from the WBC, Vassar should insist on solidarity with the West Point cadets. —Bethan Johnson ‘15 is a History and English double major. She is News Editor for The Miscellany News."
Vassar,The Miscellany News,Vassar students head to national climate protest in front of the Washington Monument in D.C. ,https://newspaperarchives.vassar.edu/?a=d&d=miscellany20130228-01.2.32&srpos=18&e=------201-en-20--1--txt-txIN-protest----2013---,2013-02-28,,,medium,"To join and support 40,000 other people at national climate rally, rally was to demand Obama to live up to his promises regarding Climate Change as well as reject the proposal for the Keystone XL Pipeline",,"Climate Change, Environmental issues, sustainability",,students,Vassar Greens,Keystone proposal was rejected by President Obama several weeks later,,"Washington, D.C.",,,"Nation’s largest climate protest brings attention to harmful Keystone pipeline

Alli Crook Guest Columnist

On Sunday, February 17, three cars departed from Vassar College at 5:00 a.m. en route to Washington D.C., where they met several other Vassar students among over 40,000 activists in front of the Washington Monument. This was the “biggest climate rally by far, by far, by far in U.S. history,” according to activist Bill McKibben, founder of 350.org, renowned author, and the keynote speaker at the march. At this march we asked President Obama to live up to his promise to move forward on climate change and reject the proposal for the Keystone XL Pipeline. Keystone XL is a proposal for a pipeline that would stretch from Alberta, Canada down to the U.S., transporting crude oil extracted from Canadian tar sands across more than a thousand miles. Although there has been much dispute about the exact path of the pipeline, it would have to cut through some part of the Midwest and end up in the Gulf of Mexico. This path not only cuts through America’s heartland and a major aquifer, but also intrudes on the land of many Canadian indigenous tribes. Canadian energy company TransCanada, a self-described “leader in the responsible development and reliable operation of North American energy infrastructure,” is responsible for this project. It is the duty of our generation to be insistent that this pipeline not be allowed for several reasons. The first is the fact that this pipeline poses a large threat to everywhere it passes through. The technology is not perfect. Leaks are inevitable. These leaks threaten to ruin the Ogallala Aquifer, one of the largest in the United States. This aquifer is responsible for the drinking water of millions of people, and also supplies water for a large amount of U.S. agriculture. But more importantly, we simply

cannot allow the fossil fuels that this pipeline would bring us to enter our atmosphere. The dirty emissions from this pipeline only further climate change and do nothing to decrease our dependence on fossil fuels and foreign energy. This pipeline is thinking of the past; we cannot allow it because it does nothing to encourage an investment in clean renewable energies and technologies.

“It is the duty of our generation to insist that this pipeline not be allowed.” Alli Crook ’14

The February 17 protest, which began as a rally at noon with speakers such as Bill McKibben, Van Jones, indigenous leaders, a U.S. senator, and even a wealthy former investor, ended with a march that spanned several blocks around the capital, ending in front of the White House. The initial rally, led by Rev. Lennox Yearwood, got everyone excited with motivational and powerful speeches; 40,000 fists went up in solidarity with everyone who has had a hand in this fight. The rally was an important way for us to come together from different backgrounds, fields of speciality, and generations in order to stand collectively as one, unified people. The Keystone XL Pipeline is not an attack on the environment, it is an attack on people. Once in front of the White House, we turned our white signs over, above our heads, to form a large, black pipeline. As we marched, we chanted to Obama, “We are

unstoppable. A better world is possible.” After standing in the cold for four hours, we all piled back in our cars to return to Vassar by midnight, most of us having spent a full 12 hours in our car seats. This is not the first time Vassar has traveled to D.C. to take a stand specifically on the Keystone pipeline. In 2011, several Vassar students were arrested while protesting in front of the White House against the Pipeline. In November 2011, we also woke up at 5:00 a.m. to head to D.C.—although this act didn’t make us any better in pulling ourselves out of bed and into the cars this time around — only to return later that same afternoon. In 2011, we joined 10,000 others to form the first ever complete circle of protesters around the White House, followed by Obama’s initial rejection of the Keystone proposal several weeks later. Despite the enormous amount of work and organizing that we put in so far, we still had to come back this President’s Day—with 30,000 more friends—to make our feelings clear. Was it worth it? Absolutely. Rejecting this pipeline is of paramount importance to our future. As Bill McKibben pointed out in a personal web video he recently made for a campaign of the Vassar Greens, future generations are going to question what we did when we heard that the Arctic was melting, what we did when we saw unprecedented heat waves, and what we did when devastating natural disasters became an annual event? We will tell them that we stood up for the people who have already been affected by climate change, and for the future generations who will be affected with greater severity each day that our consumption of fossil fuels continues. We went to D.C. as many times as it took for us to be heard, and we are confident that we will win this fight for climate and social justice. —Alli Crook ‘14 is a Philosophy major."
Vassar,The Miscellany News,"9 students, 2 administrators, 1 faculty member formed the Social Justice and Inclusion Fund Committee after counterprotest of Westboro Basptist Church ",https://newspaperarchives.vassar.edu/?a=d&d=miscellany20131024-01.2.12&srpos=17&e=------201-en-20--1--txt-txIN-protest----2013---,2013-10-24,,9,small,"to have a designated fund for projects committed to furthering social justice and inclusion goals in the wake of the Westboro Baptist Church's visit, in order to support the students who were targeted by WBC's protests",Westboro Baptist Church Protest & Counterprotest,"LGBTQ+, diversity, inclusivity",Westboro Baptist Church,"students, fund committee, faculty & administrators",Social Justice and Inclusion Fund Committee,has helped fund projects like “The Vassar LGBTQ Oral History Project” which focused using oral history to tell stories of LGBTQ struggles against oppression and discrimination. ,organized this fund as a response to Westboro Baptist Protests to demonstrate post-protest continued support efforts,Vassar College,,,"Response to Westboro inspires new social justice fund

Noble Ingram News Editor

On October 10, the newly formed Social Justice and Inclusion Fund Committee released the application to the fund of the same name to the general Vassar community. The committee, which is comprised of nine students, two administrators and one faculty member began working during the spring to establish a fund for projects committed to furthering the goals of social justice and inclusion. The first deadline for applications for the fund is November 1. The fund will hold several more application periods over the course of the year for interested groups and individuals. The fund was established as an additional resource for groups trying to support or facilitate social justice causes. Director for the Campus Life LGBTQ and Women’s Centers Judy Jarvis explained. “The short term goal is to fund projects of all kinds that focus on some social justice issue,” she said. The money came out of fundraising and movements that took place last year as a response to the Westboro Baptist Church’s protest of the college. The fund, therefore, aims to empower specific groups that were targeted by the Westboro Baptist Church protests. The fund organizers said in an emailed statement, “Whatever happened to the energy following Westboro’s visit to Vassar last February? Among other things, one of the great developments was the establishment of the Social Justice and Inclusion Fund through the donations of the immediate Vassar community and alumni.” One member of the committee, VP of Student Life, Genesis Hernandez ’15, spoke to his views of the future of the fund, expressing optimism for the opportunity groups now have to pursue programming specific to social justice issues. “I hope that through this fund we can see more diversity in programming on campus, not so much the structures of events but also

the mission statements behind events,” he said in an emailed statement. Hernandez continued, “While I think that the Social Consciousness Fund can also help promote diversity of thought, the great thing about the Social Justice and Inclusion Fund is that students don’t have to be affiliated with a VSA organization. This, thus, means that the fund is much more accessible, and it means that we can see events put on from all students on campus, not just those involved in affinity based organizations.” Jarvis went further, outlining the aims the fund. She said, “We want to empower students and Vassar employees to realize projects or initiatives that they’ve been wanting to do or think the campus needs but haven’t been able to fund

through other sources.” The first project that was funded actually took place over the summer. This program was called “The Vassar LGBTQ Oral History Project” and focused on stories of LGBTQ struggles against oppression and discrimination through the medium of oral history. The Chair of the Committee and Dean of Campus Life and Diversity Ed Pittman spoke to the many opportunities that this fund offers to members of the Vassar community. One thing Pittman emphasized was the student-focused approach the committee was taking in its deci-sion-making processes. Pittman noted, “We’re trying to ground this as much as we can in the experience of students. That’s the idea with having this many students on the committee

who can inform us.” Pittman also described how the particular fund fits into the context of Vassar in general. He recognized that discussions and efforts to improve the campus climate at Vassar happen often and that this fund is less groundbreaking as it is contributing to a larger sense of social justice. As Pittman stated, “I think that there are so many groups and communities within Vassar that live and try to carry out social justice. These initiatives are always happening.” He continued, “This is a fund that gives life to many of those initiatives. I don’t think it’s new to anything Vassar has been doing. This is a way of affirming the value and importance of that work.” Jarvis echoed this idea. She explained the possibilities of the fund, highlighting the fact that the committee is open to funding a wide variety of events and programs organized by a variety of groups and individuals. “The Committee is interested in funding projects that range from pilots like that to conference attendance to hosting dinner dialogues to research and presentation on a topic,” Jarvis explained. She also noted, “The beauty of the fund is that there are few limitations—we want applicants to get creative and propose projects that they think could benefit the campus and increase knowledge of and education on various social justice issues.” Hernandez agreed with this idea. “Essentially, there is no ideal structure to a potential event, the only actual requirement is that the event be focused on social justice and inclusion,” he said. Pittman also spoke to his hopes for the fund in the future. He recognized that the fund currently is a finite amount of money that can easily run out at the end of the year. He hopes for a more sustainable future for the fund. As he said, “Right now it’s a limited amount. Our goal is to work with others on campus to keep the fund going.”

Cassady Bergevin/The Miscellany

Vassar students joined with the Hudson Valley community to protest the Westboro Baptist Church in February. The campus response has prompted the administration to create a new social justice fund."
Haverford,"Women of Color House, Black Students Refusing Further Inaction, Black Student League",Statement about why the strike was happening and demands for the strike.,https://digitalcollections.tricolib.brynmawr.edu/object/hc148664,2020-10-29,10-29-20/11-11-20,Campus-wide strike,entire student body,Lack of support for black students in the classroom,Dean and President asked students not to participate in protests following death of Wallace,"Racial injustice, discrimination, education",Dean and President- Bylander and Raymond,,"Women of Color House, the Black Student's League,BSRFI","75K budget for renovating the Black Cultural Center, prioritizing Indegenous students in admissions, redesigning academic warning system",Strike from classrooms,Haverford College,Yes,hc_2020strike,
Haverford,"Jones-Minsinger, Elizabeth",Image of sign on door thanking Women of Color House for refusing further inaction,https://digitalcollections.tricolib.brynmawr.edu/object/hc148447,2020-11-12,October 30-November 11,Campus-wide strike,entire student body,Lack of support for black students in the classroom,Dean and President asked students not to participate in protests following death of Wallace,"racial injustice, discrimination, education",Dean and President- Bylander and Raymond,students and professors,"Women of Color House, the Black Student's League","75K budget for renovating the Black Cultural Center, prioritizing Indegenous students in admissions, redesigning academic warning system",Strike from classrooms,Haverford College,Yes,hc_2020strike,
Haverford,Multicultural Alumni Action Group,Timeline of BSL's 1972 Protest and events leading up to it,https://scholarship.tricolib.brynmawr.edu/bitstream/handle/10066/22939/1972_Boycott%20Event_Final_Protest_Timeline_2020_09_24.pdf?sequence=3&isAllowed=y,,1972,,large,Black students at Haverford wanted more input to the campus.,"On February 7, 1972, ten administrators (called the Lyons Committee) released a document detailing how the campus would improve Haverford's effectiveness educating minorities. It also ""urged that the BSL assume more leadership in carrying out appropriate festivals and exhibits"". This document was written and presented to Students' Council and Honor council with no input from Black and minority students at Haverford.","racism, discrimination, campus governance, boycott",college administration,students and professors,"Black Students' League. Puerto Rican Students at Haverford, Concerned Group of Women",16 symbolic genstures met,"Stopped Plenary to announce boycott of Student Council elections and all campus activities except academics and employment, multiple silent vigils, replaced American flag with Black Liberation flag",Haverford College,Yes,hc_'72boycott,
Haverford,Haverford Digital Pedagogy (http://digitalpedagogy.haverford.edu/category/library-toolkits/primary-sources/),Petition from undersigned faculty in favour of coeducation and the responding letter from the college President of the time (John Coleman). ,https://haverford.app.box.com/s/jkif1p5x22gymxtrqp6mudr4dfbtoalr,,1972,Number of faculty = 32,medium,The college was debating coeducation,,"coeducation, faculty",Faculty and Staff that were against coeducation ,faculty,,Haverford became co-ed,petition,Haverford College,,,
Haverford,"Sexuality and Gender Alliance records, TriCollege Libraries",BGALA agenda for a workshop on race and sexuality,https://haverford.app.box.com/s/ts5rkceec37f3oj3kmexu4gc58dzy2tu,,"February 13, 1995",,small,to support queer people of colour,,"LGBTQ+, race, racism, queer",,students,Bisexual Gay And Lesbian Alliance (changed to Sexuality and Gender Alliance),,workshop,Haverford College,,,
Haverford,"Sexuality and Gender Alliance records, TriCollege Libraries",Pride Week Flyer,https://haverford.app.box.com/s/ncshoqzojvrq26aykh5lc71i1xyv4upp,,"February 22-26th, 2010",,,self-affirmation of queer people,,,,students,Sexuality and Gender Alliance,,"meeting, question panel, drag day, speaker, pluralism",Haverford College,,,
